id,left,top,right,bottom
165151,632940.000000000000000,8222810.000000000000000,633040.000000000000000,8222710.000000000000000
72251,616140.000000000000000,8222410.000000000000000,616240.000000000000000,8222310.000000000000000
165150,632940.000000000000000,8222910.000000000000000,633040.000000000000000,8222810.000000000000000
72250,616140.000000000000000,8222510.000000000000000,616240.000000000000000,8222410.000000000000000
72253,616140.000000000000000,8222210.000000000000000,616240.000000000000000,8222110.000000000000000
72252,616140.000000000000000,8222310.000000000000000,616240.000000000000000,8222210.000000000000000
72255,616140.000000000000000,8222010.000000000000000,616240.000000000000000,8221910.000000000000000
72254,616140.000000000000000,8222110.000000000000000,616240.000000000000000,8222010.000000000000000
200023,639240.000000000000000,8219510.000000000000000,639340.000000000000000,8219410.000000000000000
43983,611040.000000000000000,8228910.000000000000000,611140.000000000000000,8228810.000000000000000
200025,639240.000000000000000,8219310.000000000000000,639340.000000000000000,8219210.000000000000000
50065,612140.000000000000000,8229010.000000000000000,612240.000000000000000,8228910.000000000000000
43982,611040.000000000000000,8229010.000000000000000,611140.000000000000000,8228910.000000000000000
200024,639240.000000000000000,8219410.000000000000000,639340.000000000000000,8219310.000000000000000
43985,611040.000000000000000,8228710.000000000000000,611140.000000000000000,8228610.000000000000000
200027,639240.000000000000000,8219110.000000000000000,639340.000000000000000,8219010.000000000000000
43984,611040.000000000000000,8228810.000000000000000,611140.000000000000000,8228710.000000000000000
50067,612140.000000000000000,8228810.000000000000000,612240.000000000000000,8228710.000000000000000
200026,639240.000000000000000,8219210.000000000000000,639340.000000000000000,8219110.000000000000000
43987,611040.000000000000000,8228510.000000000000000,611140.000000000000000,8228410.000000000000000
121381,625040.000000000000000,8231110.000000000000000,625140.000000000000000,8231010.000000000000000
50066,612140.000000000000000,8228910.000000000000000,612240.000000000000000,8228810.000000000000000
200029,639240.000000000000000,8218910.000000000000000,639340.000000000000000,8218810.000000000000000
43986,611040.000000000000000,8228610.000000000000000,611140.000000000000000,8228510.000000000000000
50069,612140.000000000000000,8228610.000000000000000,612240.000000000000000,8228510.000000000000000
200028,639240.000000000000000,8219010.000000000000000,639340.000000000000000,8218910.000000000000000
43989,611040.000000000000000,8228310.000000000000000,611140.000000000000000,8228210.000000000000000
121383,625040.000000000000000,8230910.000000000000000,625140.000000000000000,8230810.000000000000000
50068,612140.000000000000000,8228710.000000000000000,612240.000000000000000,8228610.000000000000000
164591,632840.000000000000000,8223510.000000000000000,632940.000000000000000,8223410.000000000000000
200031,639240.000000000000000,8218710.000000000000000,639340.000000000000000,8218610.000000000000000
43988,611040.000000000000000,8228410.000000000000000,611140.000000000000000,8228310.000000000000000
121382,625040.000000000000000,8231010.000000000000000,625140.000000000000000,8230910.000000000000000
50071,612140.000000000000000,8228410.000000000000000,612240.000000000000000,8228310.000000000000000
164590,632840.000000000000000,8223610.000000000000000,632940.000000000000000,8223510.000000000000000
200030,639240.000000000000000,8218810.000000000000000,639340.000000000000000,8218710.000000000000000
43991,611040.000000000000000,8228110.000000000000000,611140.000000000000000,8228010.000000000000000
121385,625040.000000000000000,8230710.000000000000000,625140.000000000000000,8230610.000000000000000
50070,612140.000000000000000,8228510.000000000000000,612240.000000000000000,8228410.000000000000000
164593,632840.000000000000000,8223310.000000000000000,632940.000000000000000,8223210.000000000000000
43990,611040.000000000000000,8228210.000000000000000,611140.000000000000000,8228110.000000000000000
121384,625040.000000000000000,8230810.000000000000000,625140.000000000000000,8230710.000000000000000
50073,612140.000000000000000,8228210.000000000000000,612240.000000000000000,8228110.000000000000000
164592,632840.000000000000000,8223410.000000000000000,632940.000000000000000,8223310.000000000000000
43993,611040.000000000000000,8227910.000000000000000,611140.000000000000000,8227810.000000000000000
50072,612140.000000000000000,8228310.000000000000000,612240.000000000000000,8228210.000000000000000
164595,632840.000000000000000,8223110.000000000000000,632940.000000000000000,8223010.000000000000000
43992,611040.000000000000000,8228010.000000000000000,611140.000000000000000,8227910.000000000000000
50075,612140.000000000000000,8228010.000000000000000,612240.000000000000000,8227910.000000000000000
164594,632840.000000000000000,8223210.000000000000000,632940.000000000000000,8223110.000000000000000
50074,612140.000000000000000,8228110.000000000000000,612240.000000000000000,8228010.000000000000000
164597,632840.000000000000000,8222910.000000000000000,632940.000000000000000,8222810.000000000000000
43994,611040.000000000000000,8227810.000000000000000,611140.000000000000000,8227710.000000000000000
50077,612140.000000000000000,8227810.000000000000000,612240.000000000000000,8227710.000000000000000
164596,632840.000000000000000,8223010.000000000000000,632940.000000000000000,8222910.000000000000000
50076,612140.000000000000000,8227910.000000000000000,612240.000000000000000,8227810.000000000000000
133761,627240.000000000000000,8209710.000000000000000,627340.000000000000000,8209610.000000000000000
50079,612140.000000000000000,8227610.000000000000000,612240.000000000000000,8227510.000000000000000
133760,627240.000000000000000,8209810.000000000000000,627340.000000000000000,8209710.000000000000000
164598,632840.000000000000000,8222810.000000000000000,632940.000000000000000,8222710.000000000000000
50078,612140.000000000000000,8227710.000000000000000,612240.000000000000000,8227610.000000000000000
35713,609540.000000000000000,8226410.000000000000000,609640.000000000000000,8226310.000000000000000
35712,609540.000000000000000,8226510.000000000000000,609640.000000000000000,8226410.000000000000000
146049,629540.000000000000000,8252810.000000000000000,629640.000000000000000,8252710.000000000000000
146048,629540.000000000000000,8252910.000000000000000,629640.000000000000000,8252810.000000000000000
146051,629540.000000000000000,8252610.000000000000000,629640.000000000000000,8252510.000000000000000
56174,613240.000000000000000,8226410.000000000000000,613340.000000000000000,8226310.000000000000000
146050,629540.000000000000000,8252710.000000000000000,629640.000000000000000,8252610.000000000000000
146053,629540.000000000000000,8252410.000000000000000,629640.000000000000000,8252310.000000000000000
146052,629540.000000000000000,8252510.000000000000000,629640.000000000000000,8252410.000000000000000
146055,629540.000000000000000,8252210.000000000000000,629640.000000000000000,8252110.000000000000000
146054,629540.000000000000000,8252310.000000000000000,629640.000000000000000,8252210.000000000000000
70593,615840.000000000000000,8222310.000000000000000,615940.000000000000000,8222210.000000000000000
146057,629540.000000000000000,8252010.000000000000000,629640.000000000000000,8251910.000000000000000
70592,615840.000000000000000,8222410.000000000000000,615940.000000000000000,8222310.000000000000000
146056,629540.000000000000000,8252110.000000000000000,629640.000000000000000,8252010.000000000000000
70595,615840.000000000000000,8222110.000000000000000,615940.000000000000000,8222010.000000000000000
70594,615840.000000000000000,8222210.000000000000000,615940.000000000000000,8222110.000000000000000
70597,615840.000000000000000,8221910.000000000000000,615940.000000000000000,8221810.000000000000000
56185,613240.000000000000000,8225310.000000000000000,613340.000000000000000,8225210.000000000000000
70596,615840.000000000000000,8222010.000000000000000,615940.000000000000000,8221910.000000000000000
70599,615840.000000000000000,8221710.000000000000000,615940.000000000000000,8221610.000000000000000
56187,613240.000000000000000,8225110.000000000000000,613340.000000000000000,8225010.000000000000000
70598,615840.000000000000000,8221810.000000000000000,615940.000000000000000,8221710.000000000000000
56186,613240.000000000000000,8225210.000000000000000,613340.000000000000000,8225110.000000000000000
70601,615840.000000000000000,8221510.000000000000000,615940.000000000000000,8221410.000000000000000
70600,615840.000000000000000,8221610.000000000000000,615940.000000000000000,8221510.000000000000000
56188,613240.000000000000000,8225010.000000000000000,613340.000000000000000,8224910.000000000000000
70603,615840.000000000000000,8221310.000000000000000,615940.000000000000000,8221210.000000000000000
70602,615840.000000000000000,8221410.000000000000000,615940.000000000000000,8221310.000000000000000
56129,613240.000000000000000,8230910.000000000000000,613340.000000000000000,8230810.000000000000000
56131,613240.000000000000000,8230710.000000000000000,613340.000000000000000,8230610.000000000000000
56130,613240.000000000000000,8230810.000000000000000,613340.000000000000000,8230710.000000000000000
168609,633540.000000000000000,8208810.000000000000000,633640.000000000000000,8208710.000000000000000
56133,613240.000000000000000,8230510.000000000000000,613340.000000000000000,8230410.000000000000000
168608,633540.000000000000000,8208910.000000000000000,633640.000000000000000,8208810.000000000000000
56132,613240.000000000000000,8230610.000000000000000,613340.000000000000000,8230510.000000000000000
168611,633540.000000000000000,8208610.000000000000000,633640.000000000000000,8208510.000000000000000
168610,633540.000000000000000,8208710.000000000000000,633640.000000000000000,8208610.000000000000000
56134,613240.000000000000000,8230410.000000000000000,613340.000000000000000,8230310.000000000000000
168613,633540.000000000000000,8208410.000000000000000,633640.000000000000000,8208310.000000000000000
168612,633540.000000000000000,8208510.000000000000000,633640.000000000000000,8208410.000000000000000
168615,633540.000000000000000,8208210.000000000000000,633640.000000000000000,8208110.000000000000000
168614,633540.000000000000000,8208310.000000000000000,633640.000000000000000,8208210.000000000000000
162377,632440.000000000000000,8223710.000000000000000,632540.000000000000000,8223610.000000000000000
133759,627240.000000000000000,8209910.000000000000000,627340.000000000000000,8209810.000000000000000
162376,632440.000000000000000,8223810.000000000000000,632540.000000000000000,8223710.000000000000000
162378,632440.000000000000000,8223610.000000000000000,632540.000000000000000,8223510.000000000000000
35707,609540.000000000000000,8227010.000000000000000,609640.000000000000000,8226910.000000000000000
35709,609540.000000000000000,8226810.000000000000000,609640.000000000000000,8226710.000000000000000
35708,609540.000000000000000,8226910.000000000000000,609640.000000000000000,8226810.000000000000000
35711,609540.000000000000000,8226610.000000000000000,609640.000000000000000,8226510.000000000000000
35710,609540.000000000000000,8226710.000000000000000,609640.000000000000000,8226610.000000000000000
146043,629540.000000000000000,8253410.000000000000000,629640.000000000000000,8253310.000000000000000
146045,629540.000000000000000,8253210.000000000000000,629640.000000000000000,8253110.000000000000000
146044,629540.000000000000000,8253310.000000000000000,629640.000000000000000,8253210.000000000000000
146047,629540.000000000000000,8253010.000000000000000,629640.000000000000000,8252910.000000000000000
146046,629540.000000000000000,8253110.000000000000000,629640.000000000000000,8253010.000000000000000
70591,615840.000000000000000,8222510.000000000000000,615940.000000000000000,8222410.000000000000000
76673,616940.000000000000000,8222610.000000000000000,617040.000000000000000,8222510.000000000000000
76672,616940.000000000000000,8222710.000000000000000,617040.000000000000000,8222610.000000000000000
76675,616940.000000000000000,8222410.000000000000000,617040.000000000000000,8222310.000000000000000
176783,635040.000000000000000,8220910.000000000000000,635140.000000000000000,8220810.000000000000000
76674,616940.000000000000000,8222510.000000000000000,617040.000000000000000,8222410.000000000000000
176782,635040.000000000000000,8221010.000000000000000,635140.000000000000000,8220910.000000000000000
76677,616940.000000000000000,8222210.000000000000000,617040.000000000000000,8222110.000000000000000
176785,635040.000000000000000,8220710.000000000000000,635140.000000000000000,8220610.000000000000000
76676,616940.000000000000000,8222310.000000000000000,617040.000000000000000,8222210.000000000000000
176784,635040.000000000000000,8220810.000000000000000,635140.000000000000000,8220710.000000000000000
76679,616940.000000000000000,8222010.000000000000000,617040.000000000000000,8221910.000000000000000
76678,616940.000000000000000,8222110.000000000000000,617040.000000000000000,8222010.000000000000000
176795,635040.000000000000000,8219710.000000000000000,635140.000000000000000,8219610.000000000000000
176794,635040.000000000000000,8219810.000000000000000,635140.000000000000000,8219710.000000000000000
176797,635040.000000000000000,8219510.000000000000000,635140.000000000000000,8219410.000000000000000
176796,635040.000000000000000,8219610.000000000000000,635140.000000000000000,8219510.000000000000000
176799,635040.000000000000000,8219310.000000000000000,635140.000000000000000,8219210.000000000000000
176798,635040.000000000000000,8219410.000000000000000,635140.000000000000000,8219310.000000000000000
174695,634640.000000000000000,8208510.000000000000000,634740.000000000000000,8208410.000000000000000
174697,634640.000000000000000,8208310.000000000000000,634740.000000000000000,8208210.000000000000000
41775,610640.000000000000000,8228510.000000000000000,610740.000000000000000,8228410.000000000000000
174696,634640.000000000000000,8208410.000000000000000,634740.000000000000000,8208310.000000000000000
41774,610640.000000000000000,8228610.000000000000000,610740.000000000000000,8228510.000000000000000
41777,610640.000000000000000,8228310.000000000000000,610740.000000000000000,8228210.000000000000000
174698,634640.000000000000000,8208210.000000000000000,634740.000000000000000,8208110.000000000000000
41776,610640.000000000000000,8228410.000000000000000,610740.000000000000000,8228310.000000000000000
41779,610640.000000000000000,8228110.000000000000000,610740.000000000000000,8228010.000000000000000
41778,610640.000000000000000,8228210.000000000000000,610740.000000000000000,8228110.000000000000000
197257,638740.000000000000000,8219610.000000000000000,638840.000000000000000,8219510.000000000000000
197256,638740.000000000000000,8219710.000000000000000,638840.000000000000000,8219610.000000000000000
197259,638740.000000000000000,8219410.000000000000000,638840.000000000000000,8219310.000000000000000
197258,638740.000000000000000,8219510.000000000000000,638840.000000000000000,8219410.000000000000000
174663,634640.000000000000000,8211710.000000000000000,634740.000000000000000,8211610.000000000000000
174665,634640.000000000000000,8211510.000000000000000,634740.000000000000000,8211410.000000000000000
174664,634640.000000000000000,8211610.000000000000000,634740.000000000000000,8211510.000000000000000
174667,634640.000000000000000,8211310.000000000000000,634740.000000000000000,8211210.000000000000000
174666,634640.000000000000000,8211410.000000000000000,634740.000000000000000,8211310.000000000000000
174669,634640.000000000000000,8211110.000000000000000,634740.000000000000000,8211010.000000000000000
174668,634640.000000000000000,8211210.000000000000000,634740.000000000000000,8211110.000000000000000
174671,634640.000000000000000,8210910.000000000000000,634740.000000000000000,8210810.000000000000000
174670,634640.000000000000000,8211010.000000000000000,634740.000000000000000,8210910.000000000000000
174673,634640.000000000000000,8210710.000000000000000,634740.000000000000000,8210610.000000000000000
174672,634640.000000000000000,8210810.000000000000000,634740.000000000000000,8210710.000000000000000
174675,634640.000000000000000,8210510.000000000000000,634740.000000000000000,8210410.000000000000000
174674,634640.000000000000000,8210610.000000000000000,634740.000000000000000,8210510.000000000000000
174677,634640.000000000000000,8210310.000000000000000,634740.000000000000000,8210210.000000000000000
174676,634640.000000000000000,8210410.000000000000000,634740.000000000000000,8210310.000000000000000
174678,634640.000000000000000,8210210.000000000000000,634740.000000000000000,8210110.000000000000000
47887,611740.000000000000000,8225610.000000000000000,611840.000000000000000,8225510.000000000000000
47889,611740.000000000000000,8225410.000000000000000,611840.000000000000000,8225310.000000000000000
47888,611740.000000000000000,8225510.000000000000000,611840.000000000000000,8225410.000000000000000
68385,615440.000000000000000,8221910.000000000000000,615540.000000000000000,8221810.000000000000000
47893,611740.000000000000000,8225010.000000000000000,611840.000000000000000,8224910.000000000000000
181217,635840.000000000000000,8219910.000000000000000,635940.000000000000000,8219810.000000000000000
47892,611740.000000000000000,8225110.000000000000000,611840.000000000000000,8225010.000000000000000
68386,615440.000000000000000,8221810.000000000000000,615540.000000000000000,8221710.000000000000000
181216,635840.000000000000000,8220010.000000000000000,635940.000000000000000,8219910.000000000000000
47895,611740.000000000000000,8224810.000000000000000,611840.000000000000000,8224710.000000000000000
47894,611740.000000000000000,8224910.000000000000000,611840.000000000000000,8224810.000000000000000
47899,611740.000000000000000,8224410.000000000000000,611840.000000000000000,8224310.000000000000000
47898,611740.000000000000000,8224510.000000000000000,611840.000000000000000,8224410.000000000000000
47901,611740.000000000000000,8224210.000000000000000,611840.000000000000000,8224110.000000000000000
47900,611740.000000000000000,8224310.000000000000000,611840.000000000000000,8224210.000000000000000
32965,609040.000000000000000,8224710.000000000000000,609140.000000000000000,8224610.000000000000000
32964,609040.000000000000000,8224810.000000000000000,609140.000000000000000,8224710.000000000000000
32967,609040.000000000000000,8224510.000000000000000,609140.000000000000000,8224410.000000000000000
32966,609040.000000000000000,8224610.000000000000000,609140.000000000000000,8224510.000000000000000
47335,611640.000000000000000,8225510.000000000000000,611740.000000000000000,8225410.000000000000000
125817,625840.000000000000000,8229910.000000000000000,625940.000000000000000,8229810.000000000000000
47334,611640.000000000000000,8225610.000000000000000,611740.000000000000000,8225510.000000000000000
125816,625840.000000000000000,8230010.000000000000000,625940.000000000000000,8229910.000000000000000
125819,625840.000000000000000,8229710.000000000000000,625940.000000000000000,8229610.000000000000000
125818,625840.000000000000000,8229810.000000000000000,625940.000000000000000,8229710.000000000000000
47339,611640.000000000000000,8225110.000000000000000,611740.000000000000000,8225010.000000000000000
125821,625840.000000000000000,8229510.000000000000000,625940.000000000000000,8229410.000000000000000
125820,625840.000000000000000,8229610.000000000000000,625940.000000000000000,8229510.000000000000000
47341,611640.000000000000000,8224910.000000000000000,611740.000000000000000,8224810.000000000000000
125823,625840.000000000000000,8229310.000000000000000,625940.000000000000000,8229210.000000000000000
47340,611640.000000000000000,8225010.000000000000000,611740.000000000000000,8224910.000000000000000
125822,625840.000000000000000,8229410.000000000000000,625940.000000000000000,8229310.000000000000000
47343,611640.000000000000000,8224710.000000000000000,611740.000000000000000,8224610.000000000000000
47342,611640.000000000000000,8224810.000000000000000,611740.000000000000000,8224710.000000000000000
41215,610540.000000000000000,8229210.000000000000000,610640.000000000000000,8229110.000000000000000
47345,611640.000000000000000,8224510.000000000000000,611740.000000000000000,8224410.000000000000000
41214,610540.000000000000000,8229310.000000000000000,610640.000000000000000,8229210.000000000000000
47347,611640.000000000000000,8224310.000000000000000,611740.000000000000000,8224210.000000000000000
47346,611640.000000000000000,8224410.000000000000000,611740.000000000000000,8224310.000000000000000
47348,611640.000000000000000,8224210.000000000000000,611740.000000000000000,8224110.000000000000000
32928,609040.000000000000000,8228410.000000000000000,609140.000000000000000,8228310.000000000000000
47301,611640.000000000000000,8228910.000000000000000,611740.000000000000000,8228810.000000000000000
47303,611640.000000000000000,8228710.000000000000000,611740.000000000000000,8228610.000000000000000
32939,609040.000000000000000,8227310.000000000000000,609140.000000000000000,8227210.000000000000000
47302,611640.000000000000000,8228810.000000000000000,611740.000000000000000,8228710.000000000000000
32938,609040.000000000000000,8227410.000000000000000,609140.000000000000000,8227310.000000000000000
47305,611640.000000000000000,8228510.000000000000000,611740.000000000000000,8228410.000000000000000
181205,635840.000000000000000,8221110.000000000000000,635940.000000000000000,8221010.000000000000000
47304,611640.000000000000000,8228610.000000000000000,611740.000000000000000,8228510.000000000000000
32940,609040.000000000000000,8227210.000000000000000,609140.000000000000000,8227110.000000000000000
47307,611640.000000000000000,8228310.000000000000000,611740.000000000000000,8228210.000000000000000
181207,635840.000000000000000,8220910.000000000000000,635940.000000000000000,8220810.000000000000000
47306,611640.000000000000000,8228410.000000000000000,611740.000000000000000,8228310.000000000000000
181206,635840.000000000000000,8221010.000000000000000,635940.000000000000000,8220910.000000000000000
47309,611640.000000000000000,8228110.000000000000000,611740.000000000000000,8228010.000000000000000
181209,635840.000000000000000,8220710.000000000000000,635940.000000000000000,8220610.000000000000000
47308,611640.000000000000000,8228210.000000000000000,611740.000000000000000,8228110.000000000000000
181208,635840.000000000000000,8220810.000000000000000,635940.000000000000000,8220710.000000000000000
47311,611640.000000000000000,8227910.000000000000000,611740.000000000000000,8227810.000000000000000
181211,635840.000000000000000,8220510.000000000000000,635940.000000000000000,8220410.000000000000000
47310,611640.000000000000000,8228010.000000000000000,611740.000000000000000,8227910.000000000000000
181210,635840.000000000000000,8220610.000000000000000,635940.000000000000000,8220510.000000000000000
181212,635840.000000000000000,8220410.000000000000000,635940.000000000000000,8220310.000000000000000
181215,635840.000000000000000,8220110.000000000000000,635940.000000000000000,8220010.000000000000000
181214,635840.000000000000000,8220210.000000000000000,635940.000000000000000,8220110.000000000000000
173035,634340.000000000000000,8208610.000000000000000,634440.000000000000000,8208510.000000000000000
173034,634340.000000000000000,8208710.000000000000000,634440.000000000000000,8208610.000000000000000
173037,634340.000000000000000,8208410.000000000000000,634440.000000000000000,8208310.000000000000000
173036,634340.000000000000000,8208510.000000000000000,634440.000000000000000,8208410.000000000000000
117511,624340.000000000000000,8231010.000000000000000,624440.000000000000000,8230910.000000000000000
173038,634340.000000000000000,8208310.000000000000000,634440.000000000000000,8208210.000000000000000
117510,624340.000000000000000,8231110.000000000000000,624440.000000000000000,8231010.000000000000000
117513,624340.000000000000000,8230810.000000000000000,624440.000000000000000,8230710.000000000000000
117512,624340.000000000000000,8230910.000000000000000,624440.000000000000000,8230810.000000000000000
117514,624340.000000000000000,8230710.000000000000000,624440.000000000000000,8230610.000000000000000
117523,624340.000000000000000,8229810.000000000000000,624440.000000000000000,8229710.000000000000000
117522,624340.000000000000000,8229910.000000000000000,624440.000000000000000,8229810.000000000000000
117525,624340.000000000000000,8229610.000000000000000,624440.000000000000000,8229510.000000000000000
117524,624340.000000000000000,8229710.000000000000000,624440.000000000000000,8229610.000000000000000
117526,624340.000000000000000,8229510.000000000000000,624440.000000000000000,8229410.000000000000000
32921,609040.000000000000000,8229110.000000000000000,609140.000000000000000,8229010.000000000000000
32920,609040.000000000000000,8229210.000000000000000,609140.000000000000000,8229110.000000000000000
59497,613840.000000000000000,8225910.000000000000000,613940.000000000000000,8225810.000000000000000
32923,609040.000000000000000,8228910.000000000000000,609140.000000000000000,8228810.000000000000000
59496,613840.000000000000000,8226010.000000000000000,613940.000000000000000,8225910.000000000000000
32922,609040.000000000000000,8229010.000000000000000,609140.000000000000000,8228910.000000000000000
59499,613840.000000000000000,8225710.000000000000000,613940.000000000000000,8225610.000000000000000
32925,609040.000000000000000,8228710.000000000000000,609140.000000000000000,8228610.000000000000000
59498,613840.000000000000000,8225810.000000000000000,613940.000000000000000,8225710.000000000000000
116961,624240.000000000000000,8230710.000000000000000,624340.000000000000000,8230610.000000000000000
32924,609040.000000000000000,8228810.000000000000000,609140.000000000000000,8228710.000000000000000
59501,613840.000000000000000,8225510.000000000000000,613940.000000000000000,8225410.000000000000000
116960,624240.000000000000000,8230810.000000000000000,624340.000000000000000,8230710.000000000000000
32927,609040.000000000000000,8228510.000000000000000,609140.000000000000000,8228410.000000000000000
59500,613840.000000000000000,8225610.000000000000000,613940.000000000000000,8225510.000000000000000
32926,609040.000000000000000,8228610.000000000000000,609140.000000000000000,8228510.000000000000000
59503,613840.000000000000000,8225310.000000000000000,613940.000000000000000,8225210.000000000000000
116962,624240.000000000000000,8230610.000000000000000,624340.000000000000000,8230510.000000000000000
173005,634340.000000000000000,8211610.000000000000000,634440.000000000000000,8211510.000000000000000
59502,613840.000000000000000,8225410.000000000000000,613940.000000000000000,8225310.000000000000000
173004,634340.000000000000000,8211710.000000000000000,634440.000000000000000,8211610.000000000000000
173007,634340.000000000000000,8211410.000000000000000,634440.000000000000000,8211310.000000000000000
59504,613840.000000000000000,8225210.000000000000000,613940.000000000000000,8225110.000000000000000
173006,634340.000000000000000,8211510.000000000000000,634440.000000000000000,8211410.000000000000000
173009,634340.000000000000000,8211210.000000000000000,634440.000000000000000,8211110.000000000000000
116969,624240.000000000000000,8229910.000000000000000,624340.000000000000000,8229810.000000000000000
173008,634340.000000000000000,8211310.000000000000000,634440.000000000000000,8211210.000000000000000
73920,616440.000000000000000,8221410.000000000000000,616540.000000000000000,8221310.000000000000000
173011,634340.000000000000000,8211010.000000000000000,634440.000000000000000,8210910.000000000000000
116971,624240.000000000000000,8229710.000000000000000,624340.000000000000000,8229610.000000000000000
173010,634340.000000000000000,8211110.000000000000000,634440.000000000000000,8211010.000000000000000
116970,624240.000000000000000,8229810.000000000000000,624340.000000000000000,8229710.000000000000000
173013,634340.000000000000000,8210810.000000000000000,634440.000000000000000,8210710.000000000000000
173012,634340.000000000000000,8210910.000000000000000,634440.000000000000000,8210810.000000000000000
142177,628840.000000000000000,8252910.000000000000000,628940.000000000000000,8252810.000000000000000
116972,624240.000000000000000,8229610.000000000000000,624340.000000000000000,8229510.000000000000000
173015,634340.000000000000000,8210610.000000000000000,634440.000000000000000,8210510.000000000000000
148259,629940.000000000000000,8253010.000000000000000,630040.000000000000000,8252910.000000000000000
142176,628840.000000000000000,8253010.000000000000000,628940.000000000000000,8252910.000000000000000
173014,634340.000000000000000,8210710.000000000000000,634440.000000000000000,8210610.000000000000000
148258,629940.000000000000000,8253110.000000000000000,630040.000000000000000,8253010.000000000000000
142179,628840.000000000000000,8252710.000000000000000,628940.000000000000000,8252610.000000000000000
173017,634340.000000000000000,8210410.000000000000000,634440.000000000000000,8210310.000000000000000
148261,629940.000000000000000,8252810.000000000000000,630040.000000000000000,8252710.000000000000000
142178,628840.000000000000000,8252810.000000000000000,628940.000000000000000,8252710.000000000000000
173016,634340.000000000000000,8210510.000000000000000,634440.000000000000000,8210410.000000000000000
148260,629940.000000000000000,8252910.000000000000000,630040.000000000000000,8252810.000000000000000
142181,628840.000000000000000,8252510.000000000000000,628940.000000000000000,8252410.000000000000000
148263,629940.000000000000000,8252610.000000000000000,630040.000000000000000,8252510.000000000000000
142180,628840.000000000000000,8252610.000000000000000,628940.000000000000000,8252510.000000000000000
173018,634340.000000000000000,8210310.000000000000000,634440.000000000000000,8210210.000000000000000
39009,610140.000000000000000,8228610.000000000000000,610240.000000000000000,8228510.000000000000000
148262,629940.000000000000000,8252710.000000000000000,630040.000000000000000,8252610.000000000000000
142183,628840.000000000000000,8252310.000000000000000,628940.000000000000000,8252210.000000000000000
39008,610140.000000000000000,8228710.000000000000000,610240.000000000000000,8228610.000000000000000
131905,626940.000000000000000,8229410.000000000000000,627040.000000000000000,8229310.000000000000000
142182,628840.000000000000000,8252410.000000000000000,628940.000000000000000,8252310.000000000000000
131904,626940.000000000000000,8229510.000000000000000,627040.000000000000000,8229410.000000000000000
30729,608640.000000000000000,8227110.000000000000000,608740.000000000000000,8227010.000000000000000
131906,626940.000000000000000,8229310.000000000000000,627040.000000000000000,8229210.000000000000000
30728,608640.000000000000000,8227210.000000000000000,608740.000000000000000,8227110.000000000000000
158503,631740.000000000000000,8224010.000000000000000,631840.000000000000000,8223910.000000000000000
158505,631740.000000000000000,8223810.000000000000000,631840.000000000000000,8223710.000000000000000
158504,631740.000000000000000,8223910.000000000000000,631840.000000000000000,8223810.000000000000000
158507,631740.000000000000000,8223610.000000000000000,631840.000000000000000,8223510.000000000000000
158506,631740.000000000000000,8223710.000000000000000,631840.000000000000000,8223610.000000000000000
158509,631740.000000000000000,8223410.000000000000000,631840.000000000000000,8223310.000000000000000
158508,631740.000000000000000,8223510.000000000000000,631840.000000000000000,8223410.000000000000000
73905,616440.000000000000000,8222910.000000000000000,616540.000000000000000,8222810.000000000000000
73907,616440.000000000000000,8222710.000000000000000,616540.000000000000000,8222610.000000000000000
166803,633240.000000000000000,8223510.000000000000000,633340.000000000000000,8223410.000000000000000
73906,616440.000000000000000,8222810.000000000000000,616540.000000000000000,8222710.000000000000000
73909,616440.000000000000000,8222510.000000000000000,616540.000000000000000,8222410.000000000000000
116957,624240.000000000000000,8231110.000000000000000,624340.000000000000000,8231010.000000000000000
73908,616440.000000000000000,8222610.000000000000000,616540.000000000000000,8222510.000000000000000
116956,624240.000000000000000,8231210.000000000000000,624340.000000000000000,8231110.000000000000000
166804,633240.000000000000000,8223410.000000000000000,633340.000000000000000,8223310.000000000000000
73911,616440.000000000000000,8222310.000000000000000,616540.000000000000000,8222210.000000000000000
116959,624240.000000000000000,8230910.000000000000000,624340.000000000000000,8230810.000000000000000
166807,633240.000000000000000,8223110.000000000000000,633340.000000000000000,8223010.000000000000000
73910,616440.000000000000000,8222410.000000000000000,616540.000000000000000,8222310.000000000000000
116958,624240.000000000000000,8231010.000000000000000,624340.000000000000000,8230910.000000000000000
166806,633240.000000000000000,8223210.000000000000000,633340.000000000000000,8223110.000000000000000
135971,627640.000000000000000,8209910.000000000000000,627740.000000000000000,8209810.000000000000000
73913,616440.000000000000000,8222110.000000000000000,616540.000000000000000,8222010.000000000000000
166809,633240.000000000000000,8222910.000000000000000,633340.000000000000000,8222810.000000000000000
73912,616440.000000000000000,8222210.000000000000000,616540.000000000000000,8222110.000000000000000
166808,633240.000000000000000,8223010.000000000000000,633340.000000000000000,8222910.000000000000000
135973,627640.000000000000000,8209710.000000000000000,627740.000000000000000,8209610.000000000000000
73915,616440.000000000000000,8221910.000000000000000,616540.000000000000000,8221810.000000000000000
166811,633240.000000000000000,8222710.000000000000000,633340.000000000000000,8222610.000000000000000
135972,627640.000000000000000,8209810.000000000000000,627740.000000000000000,8209710.000000000000000
73914,616440.000000000000000,8222010.000000000000000,616540.000000000000000,8221910.000000000000000
166810,633240.000000000000000,8222810.000000000000000,633340.000000000000000,8222710.000000000000000
